trip_id,client_type,budget_total,destination,saison,duree_jours,type_hebergement,prix_vol,meteo_prevue,activite_principale,satisfaction_client,imprevus,reorganisation_necessaire,respect_budget,retour_client
522,solo,8972.34,new york,été,10,villa,726.17,ensoleillé,plage,3,météo,1,1,séjour mitigé.
523,solo,4940.56,new york,hiver,5,villa,857.06,pluie,plage,3,retard_vol,0,1,séjour mitigé.
524,senior,7016.84,rome,printemps,15,appartement,1542.7,variable,culture,1,retard_vol,1,0,séjour mitigé.
525,senior,6473.16,rome,automne,15,villa,1596.1,nuageux,gastronomie,2,météo,1,0,séjour mitigé.
526,senior,5555.13,dubaï,été,10,villa,1271.43,ensoleillé,plage,1,annulation,0,1,séjour mitigé.
527,solo,6741.87,rome,été,13,hôtel,1390.93,variable,plage,2,bagages,1,1,séjour mitigé.
528,business,2232.92,tokyo,printemps,7,appartement,785.09,ensoleillé,culture,2,annulation,1,1,séjour mitigé.
529,solo,2595.37,rome,hiver,5,appartement,1871.46,nuageux,gastronomie,1,météo,1,1,séjour mitigé.
530,senior,4821.55,dubaï,hiver,10,villa,1542.58,pluie,gastronomie,3,météo,1,1,séjour mitigé.
531,business,3074.71,rome,été,7,resort,1255.65,ensoleillé,business,2,météo,0,0,séjour mitigé.
532,couple,6050.95,lisbonne,été,10,hôtel,775.26,ensoleillé,culture,1,annulation,1,1,séjour mitigé.
533,famille,17696.76,new york,automne,19,appartement,841.88,pluie,plage,1,bagages,1,1,séjour mitigé.
534,senior,5521.47,dubaï,automne,10,villa,1361.08,nuageux,gastronomie,3,météo,1,1,séjour mitigé.
535,senior,17301.27,new york,automne,19,villa,983.31,variable,culture,3,annulation,1,0,séjour mitigé.
536,solo,4895.13,dubaï,automne,8,appartement,1039.0,nuageux,gastronomie,3,retard_vol,1,0,séjour mitigé.
537,senior,12511.44,new york,hiver,17,appartement,1001.58,pluie,culture,3,aucun,0,1,séjour mitigé.
538,couple,7533.95,bali,été,9,villa,1036.06,ensoleillé,culture,2,retard_vol,1,1,séjour mitigé.
539,solo,4030.94,rome,printemps,8,villa,1604.2,variable,culture,3,retard_vol,1,1,séjour mitigé.
540,famille,9830.59,lisbonne,automne,17,resort,1024.65,variable,plage,2,annulation,0,1,séjour mitigé.
541,famille,13149.86,new york,été,18,villa,1107.82,ensoleillé,plage,4,annulation,1,1,excellent séjour.
542,couple,2462.77,lisbonne,printemps,4,villa,1105.87,variable,plage,3,annulation,1,1,séjour mitigé.
543,solo,9882.54,paris,printemps,12,appartement,1236.3,variable,plage,4,bagages,1,1,excellent séjour.
544,senior,10893.54,new york,automne,14,resort,965.86,pluie,culture,4,retard_vol,1,1,excellent séjour.
545,senior,11214.38,new york,été,12,appartement,1362.56,ensoleillé,culture,1,météo,0,0,séjour mitigé.
546,solo,2988.23,sydney,automne,5,resort,1289.25,pluie,culture,3,météo,1,1,séjour mitigé.
547,famille,6701.94,rome,printemps,14,resort,1081.03,nuageux,randonnée,4,annulation,1,0,excellent séjour.
549,couple,15709.49,paris,été,16,villa,1061.6,ensoleillé,culture,3,aucun,0,1,séjour mitigé.
550,solo,12421.27,paris,hiver,14,appartement,968.62,pluie,gastronomie,4,aucun,0,1,excellent séjour.
551,famille,13170.51,new york,printemps,14,hôtel,1263.24,ensoleillé,culture,2,météo,1,0,séjour mitigé.
552,senior,11805.49,paris,été,11,appartement,1572.14,nuageux,plage,2,météo,1,0,séjour mitigé.
553,famille,10526.82,lisbonne,printemps,18,appartement,715.12,nuageux,plage,2,aucun,0,0,séjour mitigé.
554,couple,11469.99,bali,été,16,villa,1341.12,ensoleillé,business,2,bagages,0,0,séjour mitigé.
555,couple,2648.7,dubaï,été,5,hôtel,1191.87,ensoleillé,business,2,retard_vol,1,1,séjour mitigé.
556,senior,6179.13,sydney,hiver,12,appartement,1105.67,nuageux,plage,1,météo,0,1,séjour mitigé.
557,business,2027.75,rome,automne,5,villa,1166.46,nuageux,business,2,météo,1,0,séjour mitigé.
558,business,2149.78,rome,automne,5,villa,1114.3,variable,business,2,retard_vol,1,1,séjour mitigé.
559,senior,5484.9,lisbonne,hiver,9,villa,911.56,pluie,plage,2,annulation,1,0,séjour mitigé.
560,couple,8479.56,bali,été,11,resort,1082.55,ensoleillé,plage,5,aucun,0,1,excellent séjour.
561,couple,4258.3,sydney,été,8,villa,1241.22,nuageux,plage,1,bagages,1,1,séjour mitigé.
562,business,1401.86,dubaï,printemps,3,villa,1310.82,ensoleillé,business,2,météo,1,0,séjour mitigé.
563,famille,6946.53,new york,automne,7,hôtel,1069.4,variable,gastronomie,1,météo,1,1,séjour mitigé.
564,famille,7288.2,sydney,hiver,12,villa,1030.44,ensoleillé,randonnée,3,retard_vol,0,1,séjour mitigé.
565,couple,3010.15,dubaï,hiver,6,resort,1206.5,nuageux,business,2,météo,1,0,séjour mitigé.
566,couple,3834.48,lisbonne,hiver,6,hôtel,1007.52,variable,culture,4,aucun,0,1,excellent séjour.
567,couple,8235.7,lisbonne,automne,15,villa,972.97,nuageux,plage,2,retard_vol,1,0,séjour mitigé.
568,solo,1464.6,tokyo,été,5,resort,640.08,nuageux,gastronomie,4,aucun,0,1,excellent séjour.
569,couple,6467.05,dubaï,été,10,appartement,1340.45,ensoleillé,plage,2,annulation,0,1,séjour mitigé.
570,couple,5593.3,sydney,été,10,hôtel,1327.27,ensoleillé,randonnée,2,retard_vol,1,0,séjour mitigé.
571,couple,10165.47,paris,automne,11,appartement,916.08,nuageux,culture,1,météo,0,1,séjour mitigé.
572,senior,2562.07,tokyo,automne,7,resort,811.2,pluie,gastronomie,3,météo,1,1,séjour mitigé.
573,senior,10276.07,bali,été,17,appartement,1113.77,ensoleillé,gastronomie,3,retard_vol,0,0,séjour mitigé.
574,business,3283.51,lisbonne,hiver,6,appartement,982.43,pluie,business,1,bagages,1,0,séjour mitigé.
575,senior,8803.53,lisbonne,été,17,appartement,801.37,ensoleillé,gastronomie,2,retard_vol,1,1,séjour mitigé.
576,solo,4218.36,dubaï,printemps,8,villa,963.19,variable,plage,3,bagages,1,0,séjour mitigé.
577,solo,7351.2,new york,automne,9,appartement,838.37,nuageux,plage,3,météo,1,1,séjour mitigé.
578,business,2409.74,new york,automne,3,appartement,1117.15,ensoleillé,business,4,annulation,1,0,excellent séjour.
579,solo,9923.9,lisbonne,printemps,16,appartement,940.23,ensoleillé,plage,4,bagages,1,1,excellent séjour.
580,business,1950.58,dubaï,hiver,3,hôtel,1141.61,nuageux,business,3,météo,1,1,séjour mitigé.
581,business,1665.29,tokyo,été,5,villa,821.92,ensoleillé,business,4,aucun,0,1,excellent séjour.
582,solo,4953.47,dubaï,automne,10,appartement,991.6,pluie,culture,3,bagages,1,1,séjour mitigé.
583,couple,7611.86,rome,hiver,15,resort,1267.53,pluie,randonnée,3,bagages,0,0,séjour mitigé.
585,solo,2357.68,tokyo,printemps,8,hôtel,676.73,variable,plage,2,météo,1,0,séjour mitigé.
586,famille,5217.96,lisbonne,hiver,10,villa,911.41,pluie,plage,2,retard_vol,0,0,séjour mitigé.
587,business,2603.82,tokyo,été,7,villa,653.26,ensoleillé,gastronomie,3,annulation,1,0,séjour mitigé.
588,famille,7794.61,rome,printemps,15,resort,1206.37,ensoleillé,randonnée,2,annulation,0,1,séjour mitigé.
589,business,4385.52,bali,automne,7,hôtel,1423.36,variable,culture,2,météo,1,1,séjour mitigé.
590,famille,18195.86,new york,automne,18,resort,1013.17,nuageux,culture,2,retard_vol,0,0,séjour mitigé.
591,senior,7859.36,tokyo,été,21,appartement,844.09,nuageux,gastronomie,2,annulation,1,0,séjour mitigé.
592,solo,8071.07,sydney,automne,16,hôtel,990.69,pluie,plage,4,aucun,0,0,excellent séjour.
593,solo,5479.19,sydney,printemps,8,villa,1287.62,pluie,gastronomie,1,retard_vol,1,0,séjour mitigé.
594,famille,5622.33,tokyo,hiver,14,hôtel,912.26,variable,plage,4,aucun,0,1,excellent séjour.
595,business,4305.53,lisbonne,printemps,7,hôtel,569.46,ensoleillé,business,1,météo,1,0,séjour mitigé.
596,solo,2921.53,dubaï,automne,5,villa,1162.89,nuageux,randonnée,2,bagages,1,1,séjour mitigé.
597,famille,5126.22,lisbonne,hiver,9,villa,983.31,nuageux,randonnée,4,météo,0,1,excellent séjour.
598,famille,9388.89,rome,hiver,21,appartement,1241.22,nuageux,plage,1,météo,0,1,séjour mitigé.
599,couple,9126.76,paris,été,9,villa,1290.15,ensoleillé,plage,2,retard_vol,0,0,séjour mitigé.
600,business,2341.89,rome,hiver,5,villa,1164.23,nuageux,business,3,bagages,1,0,séjour mitigé.
601,solo,4929.65,lisbonne,été,8,resort,916.73,ensoleillé,plage,3,retard_vol,1,1,séjour mitigé.
602,famille,7191.93,lisbonne,été,13,hôtel,883.84,variable,plage,4,météo,0,1,excellent séjour.
603,famille,12693.61,sydney,printemps,18,hôtel,1401.77,variable,culture,5,aucun,0,1,excellent séjour.
604,business,5291.2,new york,été,6,resort,1151.48,nuageux,business,3,aucun,0,1,séjour mitigé.
605,business,1913.8,tokyo,hiver,5,resort,788.05,pluie,culture,3,retard_vol,1,1,séjour mitigé.
606,solo,3251.57,sydney,printemps,6,appartement,1119.13,nuageux,randonnée,4,aucun,0,1,excellent séjour.
607,business,3935.97,lisbonne,été,6,villa,838.78,ensoleillé,culture,1,retard_vol,1,0,séjour mitigé.
608,famille,7948.75,rome,été,15,hôtel,1197.15,ensoleillé,culture,1,météo,1,1,séjour mitigé.
609,famille,3492.27,rome,automne,8,resort,1355.96,nuageux,culture,3,retard_vol,0,0,séjour mitigé.
610,business,6076.83,new york,hiver,6,appartement,1039.11,variable,business,2,météo,0,0,séjour mitigé.
611,senior,12542.46,bali,hiver,16,villa,1290.44,ensoleillé,plage,1,bagages,1,0,séjour mitigé.
612,solo,4196.41,rome,printemps,10,villa,1678.76,pluie,plage,1,bagages,1,0,séjour mitigé.
613,couple,4212.65,lisbonne,hiver,8,resort,1023.23,nuageux,plage,4,aucun,0,1,excellent séjour.
614,couple,7430.72,new york,automne,9,appartement,1054.91,pluie,culture,3,météo,1,1,séjour mitigé.
615,business,3827.04,lisbonne,printemps,7,villa,1068.04,ensoleillé,business,2,bagages,1,0,séjour mitigé.
616,solo,7427.22,lisbonne,printemps,12,villa,849.58,variable,plage,2,météo,1,0,séjour mitigé.
617,business,6280.99,paris,été,6,villa,848.49,ensoleillé,business,2,météo,1,1,séjour mitigé.
618,senior,12090.52,dubaï,été,21,resort,1121.05,ensoleillé,culture,2,bagages,1,0,séjour mitigé.
619,business,5640.77,new york,été,6,appartement,797.9,ensoleillé,business,3,bagages,0,1,séjour mitigé.
620,senior,9615.94,sydney,printemps,19,villa,1129.93,variable,culture,2,météo,0,0,séjour mitigé.
621,couple,6848.66,dubaï,automne,14,hôtel,1324.42,pluie,plage,4,bagages,1,1,excellent séjour.
622,senior,3477.19,lisbonne,automne,7,hôtel,1132.55,pluie,culture,3,bagages,1,1,séjour mitigé.
623,famille,5647.67,tokyo,printemps,16,hôtel,786.85,nuageux,plage,4,aucun,0,0,excellent séjour.
624,famille,3080.6,rome,été,7,appartement,1238.14,ensoleillé,plage,4,annulation,1,1,excellent séjour.
625,solo,4581.01,dubaï,été,8,hôtel,1485.09,ensoleillé,culture,3,retard_vol,0,0,séjour mitigé.
626,senior,11628.08,lisbonne,hiver,18,hôtel,604.82,variable,plage,3,bagages,0,0,séjour mitigé.
627,solo,4332.66,bali,printemps,6,villa,1280.4,variable,culture,4,annulation,1,1,excellent séjour.
628,solo,2653.03,rome,printemps,6,hôtel,1428.25,pluie,plage,2,météo,1,0,séjour mitigé.
629,solo,2430.41,lisbonne,automne,4,hôtel,704.26,pluie,gastronomie,4,annulation,1,1,excellent séjour.
630,senior,4954.15,sydney,printemps,8,hôtel,1397.47,ensoleillé,plage,1,météo,1,0,séjour mitigé.
631,business,3903.9,lisbonne,printemps,6,hôtel,950.92,ensoleillé,plage,5,aucun,0,1,excellent séjour.
632,senior,13282.52,new york,hiver,14,villa,1040.06,nuageux,culture,3,aucun,0,1,séjour mitigé.
633,senior,11841.01,lisbonne,été,19,appartement,990.87,pluie,plage,3,aucun,0,0,séjour mitigé.
634,senior,12115.17,paris,été,12,villa,1638.37,pluie,culture,4,météo,1,0,excellent séjour.
635,business,4388.31,dubaï,printemps,7,resort,1356.8,ensoleillé,culture,2,retard_vol,1,0,séjour mitigé.
636,senior,3473.75,tokyo,printemps,9,hôtel,778.0,ensoleillé,culture,3,retard_vol,1,0,séjour mitigé.
637,senior,6498.91,lisbonne,été,11,villa,842.62,ensoleillé,culture,2,annulation,1,0,séjour mitigé.
638,solo,2528.35,lisbonne,printemps,4,villa,789.61,pluie,plage,1,bagages,1,0,séjour mitigé.
639,solo,1848.2,dubaï,automne,4,hôtel,1485.27,ensoleillé,culture,3,retard_vol,1,1,séjour mitigé.
640,couple,8540.72,dubaï,hiver,14,appartement,1151.17,nuageux,culture,3,aucun,0,0,séjour mitigé.
641,couple,5738.32,rome,automne,13,villa,1293.96,variable,culture,2,météo,1,1,séjour mitigé.
642,business,3261.57,rome,été,7,appartement,1188.49,ensoleillé,culture,3,annulation,0,0,séjour mitigé.
643,famille,7320.83,bali,automne,9,villa,1325.54,nuageux,plage,2,bagages,1,1,séjour mitigé.
644,senior,4089.23,sydney,automne,8,appartement,1252.53,pluie,culture,4,retard_vol,1,1,excellent séjour.
646,business,4691.88,new york,automne,5,appartement,1024.3,ensoleillé,culture,2,retard_vol,1,0,séjour mitigé.
647,couple,8486.3,lisbonne,automne,15,villa,868.34,variable,randonnée,3,météo,0,0,séjour mitigé.
649,couple,7734.28,bali,hiver,12,villa,1154.27,nuageux,plage,2,annulation,1,1,séjour mitigé.
650,senior,7665.19,tokyo,automne,19,appartement,792.52,nuageux,gastronomie,1,retard_vol,1,1,séjour mitigé.
651,couple,3386.48,lisbonne,été,5,appartement,1007.73,ensoleillé,plage,4,météo,1,0,excellent séjour.
652,business,1854.62,dubaï,automne,3,villa,1138.07,pluie,business,3,aucun,0,1,séjour mitigé.
653,couple,4923.31,lisbonne,printemps,10,resort,1023.02,variable,culture,1,météo,0,0,séjour mitigé.
654,couple,12731.65,paris,été,16,appartement,1470.63,variable,culture,5,aucun,0,1,excellent séjour.
655,solo,8052.77,sydney,printemps,12,resort,1266.8,nuageux,randonnée,3,météo,1,0,séjour mitigé.
656,business,4561.01,new york,hiver,5,appartement,1421.4,ensoleillé,business,3,aucun,0,1,séjour mitigé.
657,senior,13615.08,paris,automne,13,hôtel,1080.27,variable,gastronomie,3,annulation,1,1,séjour mitigé.
658,famille,10382.0,sydney,printemps,19,hôtel,970.13,variable,culture,4,aucun,0,0,excellent séjour.
659,business,1945.28,sydney,printemps,3,resort,874.57,ensoleillé,business,3,annulation,1,0,séjour mitigé.
660,couple,12641.91,new york,été,14,appartement,1358.05,ensoleillé,business,5,aucun,0,1,excellent séjour.
662,solo,6337.25,dubaï,été,11,resort,1309.76,ensoleillé,culture,3,retard_vol,0,1,séjour mitigé.
663,business,1851.9,rome,automne,4,appartement,1333.98,variable,business,1,retard_vol,1,1,séjour mitigé.
664,solo,12915.63,paris,été,12,hôtel,1015.79,ensoleillé,gastronomie,3,météo,1,0,séjour mitigé.
665,famille,17346.05,new york,automne,17,resort,1516.06,nuageux,gastronomie,4,aucun,0,1,excellent séjour.
666,solo,4779.71,bali,hiver,7,villa,1260.66,variable,culture,4,aucun,0,0,excellent séjour.
667,business,1865.41,dubaï,hiver,4,villa,1342.44,pluie,business,3,retard_vol,1,1,séjour mitigé.
668,famille,5413.31,tokyo,été,14,villa,831.73,ensoleillé,plage,3,aucun,0,0,séjour mitigé.
669,senior,4741.56,dubaï,printemps,8,resort,1416.07,nuageux,culture,3,annulation,1,0,séjour mitigé.
670,business,2398.51,paris,automne,3,hôtel,1263.16,pluie,business,2,aucun,0,0,séjour mitigé.
671,couple,14802.98,new york,automne,16,appartement,977.64,pluie,plage,2,retard_vol,1,1,séjour mitigé.
672,business,5601.16,new york,printemps,7,hôtel,1187.59,variable,business,2,retard_vol,1,1,séjour mitigé.
673,solo,5870.61,bali,été,8,appartement,1585.81,ensoleillé,randonnée,3,retard_vol,1,1,séjour mitigé.
674,solo,9528.4,sydney,automne,14,hôtel,1433.55,nuageux,culture,2,bagages,1,1,séjour mitigé.
675,famille,12579.87,bali,automne,17,appartement,1532.23,variable,culture,2,bagages,1,1,séjour mitigé.
676,business,2197.47,tokyo,hiver,6,villa,692.55,pluie,business,4,météo,1,1,excellent séjour.
677,solo,3811.78,bali,été,6,hôtel,1053.11,ensoleillé,plage,4,retard_vol,1,1,excellent séjour.
679,famille,11176.71,new york,printemps,13,appartement,1118.42,pluie,plage,1,météo,1,1,séjour mitigé.
680,couple,6474.73,bali,printemps,10,resort,1439.67,variable,plage,2,bagages,1,1,séjour mitigé.
681,famille,6620.82,rome,été,16,appartement,955.21,nuageux,plage,1,météo,1,0,séjour mitigé.
682,couple,13953.56,paris,automne,15,villa,1502.51,pluie,randonnée,2,météo,1,0,séjour mitigé.
683,couple,5426.77,lisbonne,automne,9,appartement,883.53,pluie,business,3,aucun,0,1,séjour mitigé.
684,business,1614.52,tokyo,automne,4,appartement,702.04,nuageux,culture,1,retard_vol,1,1,séjour mitigé.
685,business,4012.31,lisbonne,automne,7,villa,767.59,pluie,business,2,aucun,0,1,séjour mitigé.
686,business,1931.94,lisbonne,été,3,villa,680.33,ensoleillé,culture,1,retard_vol,1,0,séjour mitigé.
687,business,2025.29,rome,été,5,villa,1438.29,variable,culture,3,bagages,1,0,séjour mitigé.
688,senior,17055.57,paris,été,19,villa,1235.56,nuageux,gastronomie,4,aucun,0,1,excellent séjour.
689,couple,7366.61,bali,été,10,villa,997.4,variable,plage,2,retard_vol,0,1,séjour mitigé.
690,business,2164.06,tokyo,automne,6,villa,604.36,pluie,business,1,aucun,0,1,séjour mitigé.
691,senior,4255.38,tokyo,automne,13,appartement,712.29,variable,gastronomie,1,retard_vol,1,0,séjour mitigé.
692,business,4940.24,sydney,hiver,7,appartement,1491.45,nuageux,business,2,annulation,1,1,séjour mitigé.
693,business,4660.36,new york,printemps,6,appartement,1065.96,variable,business,1,retard_vol,1,0,séjour mitigé.
694,business,1414.4,tokyo,automne,4,villa,580.95,variable,business,2,météo,0,1,séjour mitigé.
695,business,5899.23,new york,automne,6,hôtel,1068.27,pluie,gastronomie,3,météo,0,1,séjour mitigé.
696,business,3257.38,paris,automne,4,appartement,1172.12,variable,business,3,météo,1,1,séjour mitigé.
697,couple,4418.01,tokyo,hiver,11,appartement,450.04,pluie,plage,3,retard_vol,0,1,séjour mitigé.
698,solo,4006.7,tokyo,hiver,10,villa,743.96,ensoleillé,randonnée,2,retard_vol,1,1,séjour mitigé.
699,famille,5367.28,rome,hiver,11,resort,1235.87,nuageux,culture,2,météo,0,0,séjour mitigé.
700,senior,15183.22,new york,automne,19,villa,1224.98,variable,culture,3,aucun,0,1,séjour mitigé.
701,senior,11408.99,bali,automne,18,appartement,1579.68,nuageux,plage,2,bagages,1,0,séjour mitigé.
702,business,2786.94,dubaï,printemps,6,villa,1543.96,pluie,culture,2,météo,1,1,séjour mitigé.
703,solo,13857.65,new york,printemps,14,villa,1064.41,ensoleillé,plage,1,bagages,1,0,séjour mitigé.
704,couple,10788.84,paris,printemps,14,resort,1019.27,variable,culture,4,météo,1,0,excellent séjour.
705,solo,3853.46,rome,été,10,villa,1774.38,ensoleillé,gastronomie,3,retard_vol,1,0,séjour mitigé.
706,senior,11009.47,bali,été,15,villa,1247.68,ensoleillé,plage,2,météo,1,0,séjour mitigé.
707,solo,7260.96,new york,automne,9,villa,1111.47,nuageux,plage,3,retard_vol,1,0,séjour mitigé.
708,solo,3117.6,bali,automne,5,hôtel,1232.21,variable,gastronomie,2,météo,1,1,séjour mitigé.
709,famille,6146.22,bali,été,9,appartement,1273.44,nuageux,plage,2,retard_vol,1,0,séjour mitigé.
710,couple,1958.78,rome,printemps,4,villa,1252.49,ensoleillé,gastronomie,1,aucun,0,0,séjour mitigé.
711,solo,3109.39,rome,été,7,appartement,1170.05,ensoleillé,randonnée,2,annulation,1,0,séjour mitigé.
712,senior,10692.67,new york,printemps,13,appartement,1018.17,variable,culture,4,bagages,1,1,excellent séjour.
713,senior,8513.49,rome,printemps,18,villa,1273.93,pluie,gastronomie,4,météo,1,1,excellent séjour.
714,business,2206.96,sydney,hiver,4,villa,1095.59,nuageux,culture,2,annulation,1,1,séjour mitigé.
715,senior,5089.5,rome,été,10,villa,1143.33,ensoleillé,plage,2,météo,0,1,séjour mitigé.
716,solo,7318.39,lisbonne,automne,13,hôtel,919.42,variable,gastronomie,4,météo,1,0,excellent séjour.
717,couple,6936.73,new york,printemps,8,appartement,1066.73,variable,plage,1,retard_vol,1,1,séjour mitigé.
718,famille,18234.37,new york,hiver,18,hôtel,1359.37,nuageux,gastronomie,3,annulation,1,1,séjour mitigé.
719,couple,3347.33,lisbonne,été,5,appartement,545.12,ensoleillé,plage,2,météo,1,0,séjour mitigé.
720,senior,11123.17,dubaï,printemps,21,appartement,1537.01,variable,culture,3,annulation,1,0,séjour mitigé.
721,business,3092.24,paris,hiver,4,villa,1450.54,nuageux,gastronomie,4,bagages,1,0,excellent séjour.
722,solo,11859.19,paris,hiver,12,resort,842.03,ensoleillé,plage,5,aucun,0,1,excellent séjour.
723,couple,9998.76,bali,printemps,15,resort,1173.12,variable,randonnée,3,bagages,1,1,séjour mitigé.
724,business,2826.76,new york,automne,3,villa,1047.35,variable,business,3,retard_vol,1,1,séjour mitigé.
725,business,3004.29,rome,hiver,6,appartement,1009.93,pluie,business,3,bagages,0,1,séjour mitigé.
726,solo,4654.13,tokyo,été,14,villa,662.56,ensoleillé,culture,5,aucun,0,1,excellent séjour.
727,business,2879.28,new york,printemps,3,hôtel,924.38,pluie,business,4,météo,1,1,excellent séjour.
728,solo,8775.75,lisbonne,printemps,13,appartement,1142.84,variable,gastronomie,1,bagages,1,0,séjour mitigé.
729,solo,4175.03,rome,été,11,resort,1459.9,ensoleillé,gastronomie,4,annulation,1,1,excellent séjour.
730,senior,8977.5,rome,automne,17,appartement,1524.39,pluie,culture,1,météo,0,0,séjour mitigé.
731,solo,8643.68,new york,hiver,9,hôtel,1229.22,pluie,culture,4,bagages,0,1,excellent séjour.
732,couple,2798.96,dubaï,printemps,5,hôtel,1097.09,variable,plage,2,météo,0,0,séjour mitigé.
733,business,5135.96,bali,automne,7,resort,1139.39,pluie,culture,4,aucun,0,1,excellent séjour.
734,senior,5526.25,new york,hiver,7,villa,1190.57,variable,plage,3,bagages,1,1,séjour mitigé.
735,business,5713.06,new york,automne,6,villa,905.82,variable,culture,2,annulation,1,0,séjour mitigé.
736,senior,11424.16,bali,automne,17,hôtel,1368.95,ensoleillé,plage,2,météo,1,1,séjour mitigé.
737,business,2062.5,sydney,printemps,4,hôtel,1149.83,nuageux,business,4,météo,0,0,excellent séjour.
738,solo,10516.82,lisbonne,printemps,16,villa,854.09,ensoleillé,plage,2,météo,0,1,séjour mitigé.
739,business,2873.79,dubaï,été,5,villa,1461.62,variable,culture,1,retard_vol,0,1,séjour mitigé.
740,famille,12297.56,dubaï,automne,20,villa,1408.79,nuageux,gastronomie,3,météo,1,1,séjour mitigé.
741,famille,11084.04,rome,printemps,21,resort,1210.9,variable,culture,5,aucun,0,1,excellent séjour.
742,couple,4349.43,rome,printemps,9,hôtel,1502.84,variable,culture,4,aucun,0,1,excellent séjour.
743,business,1902.3,bali,printemps,3,hôtel,1036.15,pluie,business,1,météo,1,0,séjour mitigé.
744,business,2436.69,bali,printemps,3,appartement,1350.95,pluie,business,3,bagages,0,1,séjour mitigé.
745,business,5403.8,new york,automne,6,villa,1207.83,nuageux,gastronomie,2,retard_vol,1,0,séjour mitigé.
746,business,3490.01,rome,automne,7,resort,1220.77,variable,business,3,retard_vol,1,0,séjour mitigé.
747,couple,4644.64,rome,printemps,9,villa,1342.84,variable,plage,4,retard_vol,1,1,excellent séjour.
749,senior,2698.24,rome,hiver,7,appartement,1457.66,ensoleillé,gastronomie,3,retard_vol,1,0,séjour mitigé.
750,couple,11170.85,bali,été,14,resort,1202.39,ensoleillé,plage,2,retard_vol,1,1,séjour mitigé.
751,business,,paris,printemps,17,villa,1050.81,nuageux,business,2,aucun,0,1,de nombreux problèmes rencontrés.
752,solo,12092.48,tokyo,printemps,11,villa,974.76,pluie,culture,1,retard_vol,1,1,très mauvaise expérience.
753,senior,11596.27,new york,printemps,10,appartement,942.65,nuageux,plage,1,météo,1,1,de nombreux problèmes rencontrés.
754,business,,tokyo,été,5,appartement,1208.84,pluie,culture,3,annulation,0,1,dans l'ensemble satisfaisant.
755,famille,5462.92,rome,été,10,villa,1022.04,variable,plage,1,météo,0,1,de nombreux problèmes rencontrés.
756,senior,6718.36,tokyo,printemps,10,appartement,996.39,nuageux,culture,2,météo,1,1,de nombreux problèmes rencontrés.
757,business,6682.55,tokyo,printemps,3,villa,759.94,variable,culture,5,météo,1,1,"parfait, rien à redire."
758,business,10080.68,rome,automne,7,appartement,1138.81,variable,plage,5,aucun,1,1,"très satisfait, je recommande."
759,famille,13191.08,dubaï,hiver,8,hôtel,1069.43,ensoleillé,plage,5,bagages,0,1,une expérience inoubliable.
760,solo,8409.1,bali,printemps,12,villa,,nuageux,culture,1,aucun,0,1,très mauvaise expérience.
761,solo,14890.71,new york,été,12,hôtel,1171.27,pluie,randonnée,4,bagages,0,1,"parfait, rien à redire."
762,senior,,new york,hiver,7,hôtel,1318.46,variable,business,4,météo,1,1,une expérience inoubliable.
763,business,5976.82,lisbonne,hiver,12,appartement,1306.02,nuageux,culture,1,aucun,0,1,je ne recommande pas.
764,senior,10267.02,rome,hiver,9,villa,1266.13,ensoleillé,,5,météo,1,1,très bon rapport qualité-prix.
765,solo,13805.76,rome,automne,3,,1053.5,pluie,randonnée,3,aucun,0,1,"quelques imprévus, globalement bien."
767,solo,11711.92,tokyo,hiver,15,hôtel,838.23,pluie,business,1,retard_vol,1,1,
768,famille,,bali,hiver,3,villa,959.03,nuageux,plage,4,météo,1,1,très bon rapport qualité-prix.
769,senior,6049.86,dubaï,hiver,10,,1123.27,pluie,randonnée,1,retard_vol,1,1,de nombreux problèmes rencontrés.
770,business,9247.86,rome,été,18,hôtel,907.28,variable,plage,4,retard_vol,1,1,excellent séjour.
771,business,13676.81,paris,printemps,6,resort,1143.74,pluie,gastronomie,4,bagages,0,1,très bon rapport qualité-prix.
773,senior,8757.58,dubaï,été,3,villa,672.85,pluie,gastronomie,2,retard_vol,1,1,très mauvaise expérience.
774,senior,7131.34,lisbonne,automne,18,villa,1337.6,variable,culture,1,annulation,1,1,je ne recommande pas.
775,business,5601.29,dubaï,hiver,9,villa,990.86,,randonnée,1,aucun,0,1,je ne recommande pas.
776,couple,6269.95,new york,automne,10,hôtel,893.67,ensoleillé,plage,1,météo,1,1,très mauvaise expérience.
777,solo,7470.31,dubaï,été,17,resort,824.85,pluie,randonnée,4,retard_vol,1,1,une expérience inoubliable.
778,famille,13854.82,dubaï,hiver,13,appartement,,ensoleillé,business,5,aucun,0,1,"très satisfait, je recommande."
780,business,7136.24,new york,automne,7,resort,1009.98,pluie,gastronomie,5,bagages,0,1,excellent séjour.
781,business,3433.07,dubaï,printemps,12,resort,1060.23,nuageux,culture,5,aucun,0,1,"très satisfait, je recommande."
782,senior,9814.89,bali,automne,7,hôtel,1405.2,ensoleillé,plage,1,annulation,1,1,très mauvaise expérience.
783,couple,12437.18,new york,printemps,3,appartement,632.8,nuageux,plage,4,bagages,0,1,"parfait, rien à redire."
784,solo,,new york,été,10,villa,1645.12,pluie,plage,1,météo,0,1,très mauvaise expérience.
