trip_id,client_type,destination,saison,type_hebergement,activite_principale,duree_jours,budget_total,prix_vol,meteo_prevue,temperature_moyenne_saison,pluie_moyenne_mm,jours_pluie_moyen,vent_max_moyen_kmh,nb_jours_observes,latitude,longitude,source,periode_reference,pm10_moyen,pm2_5_moyen,european_aqi_moyen,uv_index_moyen,heures_observees_air,source_air_quality,periode_reference_air_quality,satisfaction_client,imprevus,reorganisation_necessaire,respect_budget,retour_client
1789,senior,sydney,printemps,hôtel,business,6,7018.82,1266.6,nuageux,19.13,4.44,49,17.74,92,-33.86785,151.20732,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.25,9.25,31.84,1.01,2208,Open-Meteo Air Quality API,2025-03-01/2025-05-31,4,aucun,0,1,très bon séjour.
1790,famille,dubaï,automne,hôtel,business,14,7122.23,653.11,ensoleillé,29.44,0.0,0,20.09,91,25.07725,55.30927,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,80.53,41.8,60.89,1.56,2184,Open-Meteo Air Quality API,2025-09-01/2025-11-30,3,aucun,0,1,séjour correct mais perfectible.
1791,business,dubaï,été,hôtel,gastronomie,19,8077.33,991.04,nuageux,35.27,0.0,0,22.79,92,25.07725,55.30927,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,128.17,54.13,71.91,2.19,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,3,aucun,0,1,séjour correct mais perfectible.
1792,couple,new york,automne,appartement,culture,14,3763.01,824.49,ensoleillé,13.97,3.07,25,15.38,91,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,11.7,11.28,42.27,0.76,2184,Open-Meteo Air Quality API,2025-09-01/2025-11-30,3,aucun,0,1,séjour correct mais perfectible.
1793,famille,tokyo,automne,appartement,business,11,6179.87,1269.32,pluie,18.79,4.52,34,12.27,91,35.6895,139.69171,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,28.46,27.24,54.08,0.85,2184,Open-Meteo Air Quality API,2025-09-01/2025-11-30,2,aucun,0,1,séjour décevant.
1794,business,lisbonne,automne,hôtel,business,8,4996.74,394.09,pluie,18.72,2.83,21,17.54,91,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,15.83,9.72,31.17,0.9,2184,Open-Meteo Air Quality API,2025-09-01/2025-11-30,4,retard_vol,0,1,très bon séjour.
1795,senior,paris,hiver,hôtel,randonnée,4,3463.86,344.42,variable,4.95,2.61,35,15.72,90,48.85341,2.3488,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,20.98,17.57,45.01,0.13,2160,Open-Meteo Air Quality API,2024-12-01/2025-02-28,3,aucun,0,1,séjour correct mais perfectible.
1796,couple,bali,été,hôtel,culture,14,5715.58,1395.65,ensoleillé,25.53,3.21,49,18.92,92,-8.65,115.21667,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,13.38,9.86,30.22,1.86,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,4,aucun,0,1,très bon séjour.
1797,solo,sydney,automne,hôtel,gastronomie,5,6284.37,997.76,nuageux,19.17,1.74,22,21.07,91,-33.86785,151.20732,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,10.98,9.17,34.45,1.63,2184,Open-Meteo Air Quality API,2025-09-01/2025-11-30,3,aucun,0,1,séjour correct mais perfectible.
1798,couple,rome,été,villa,plage,18,5161.96,563.31,nuageux,27.22,1.32,16,14.95,92,41.89193,12.51133,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,15.45,9.67,40.74,2.01,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,4,aucun,0,1,très bon séjour.
1799,solo,new york,printemps,appartement,randonnée,10,4570.27,979.93,nuageux,12.04,4.75,36,17.46,92,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208,Open-Meteo Air Quality API,2025-03-01/2025-05-31,3,aucun,0,1,séjour correct mais perfectible.
1800,solo,rome,automne,hôtel,business,9,2059.93,530.26,ensoleillé,17.21,4.01,24,12.75,91,41.89193,12.51133,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,13.51,9.22,34.28,0.79,2184,Open-Meteo Air Quality API,2025-09-01/2025-11-30,2,aucun,0,1,séjour décevant.
1801,solo,bali,hiver,appartement,business,3,4375.95,870.1,ensoleillé,26.28,11.89,84,14.7,90,-8.65,115.21667,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,12.8,11.67,33.02,1.96,2160,Open-Meteo Air Quality API,2024-12-01/2025-02-28,3,aucun,0,1,séjour correct mais perfectible.
1802,solo,rome,été,hôtel,culture,7,3345.15,385.82,ensoleillé,27.22,1.32,16,14.95,92,41.89193,12.51133,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,15.45,9.67,40.74,2.01,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,4,aucun,0,1,très bon séjour.
1803,famille,tokyo,été,hôtel,business,3,8847.03,1119.28,ensoleillé,27.71,2.91,31,13.49,92,35.6895,139.69171,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,24.0,22.42,51.6,1.83,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,3,aucun,0,1,séjour correct mais perfectible.
1804,business,sydney,hiver,resort,gastronomie,16,15983.08,1624.01,variable,22.44,3.42,39,20.67,90,-33.86785,151.20732,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,12.57,9.86,34.15,2.24,2160,Open-Meteo Air Quality API,2024-12-01/2025-02-28,3,aucun,0,1,séjour correct mais perfectible.
1805,solo,sydney,été,hôtel,culture,12,5476.22,1595.02,pluie,12.22,4.06,27,18.74,92,-33.86785,151.20732,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.19,9.26,31.56,0.49,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,4,aucun,0,1,très bon séjour.
1806,business,tokyo,hiver,resort,plage,17,10260.85,903.58,pluie,6.08,0.56,8,14.28,90,35.6895,139.69171,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,31.02,30.0,55.43,0.51,2160,Open-Meteo Air Quality API,2024-12-01/2025-02-28,3,aucun,0,1,séjour correct mais perfectible.
1807,famille,rome,été,appartement,randonnée,13,5279.32,392.13,variable,27.22,1.32,16,14.95,92,41.89193,12.51133,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,15.45,9.67,40.74,2.01,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,2,bagages,1,1,séjour décevant.
1808,couple,new york,automne,villa,plage,21,14667.87,745.35,pluie,13.97,3.07,25,15.38,91,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,11.7,11.28,42.27,0.76,2184,Open-Meteo Air Quality API,2025-09-01/2025-11-30,3,aucun,0,1,séjour correct mais perfectible.
1809,couple,paris,printemps,hôtel,business,17,4406.71,302.65,ensoleillé,12.44,1.18,26,14.07,92,48.85341,2.3488,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.06,12.04,38.85,0.97,2208,Open-Meteo Air Quality API,2025-03-01/2025-05-31,2,aucun,0,1,séjour décevant.
1810,famille,lisbonne,été,resort,culture,5,5045.5,523.92,ensoleillé,23.39,0.06,1,17.22,92,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,19.54,10.92,32.89,2.16,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,4,aucun,0,1,très bon séjour.
1811,famille,new york,hiver,hôtel,business,5,10183.65,1004.92,variable,-0.0,2.34,32,16.49,90,40.71427,-74.00597,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,14.23,13.56,43.36,0.34,2160,Open-Meteo Air Quality API,2024-12-01/2025-02-28,3,aucun,0,1,séjour correct mais perfectible.
1812,couple,tokyo,automne,resort,gastronomie,19,9336.68,851.57,nuageux,18.79,4.52,34,12.27,91,35.6895,139.69171,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,28.46,27.24,54.08,0.85,2184,Open-Meteo Air Quality API,2025-09-01/2025-11-30,4,aucun,0,1,très bon séjour.
1813,business,paris,automne,hôtel,gastronomie,8,7350.26,397.45,variable,12.33,2.12,33,16.01,91,48.85341,2.3488,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,12.19,8.6,34.88,0.44,2184,Open-Meteo Air Quality API,2025-09-01/2025-11-30,2,aucun,0,1,séjour décevant.
1814,famille,sydney,hiver,resort,culture,17,13811.28,1452.28,ensoleillé,22.44,3.42,39,20.67,90,-33.86785,151.20732,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,12.57,9.86,34.15,2.24,2160,Open-Meteo Air Quality API,2024-12-01/2025-02-28,4,aucun,0,1,très bon séjour.
1815,business,bali,été,hôtel,gastronomie,14,6791.27,1068.85,ensoleillé,25.53,3.21,49,18.92,92,-8.65,115.21667,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,13.38,9.86,30.22,1.86,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,3,aucun,0,1,séjour correct mais perfectible.
1816,solo,dubaï,été,villa,randonnée,16,7754.03,813.54,nuageux,35.27,0.0,0,22.79,92,25.07725,55.30927,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,128.17,54.13,71.91,2.19,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,5,aucun,0,1,excellent séjour.
1817,business,new york,été,appartement,randonnée,8,7369.95,1064.53,pluie,24.52,2.28,32,14.21,92,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,18.13,17.43,51.89,1.61,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,3,aucun,0,1,séjour correct mais perfectible.
1818,couple,new york,été,hôtel,gastronomie,8,5272.48,1032.47,pluie,24.52,2.28,32,14.21,92,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,18.13,17.43,51.89,1.61,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,4,aucun,0,1,très bon séjour.
1819,couple,tokyo,printemps,appartement,plage,13,4875.15,726.71,ensoleillé,14.52,6.04,44,15.33,92,35.6895,139.69171,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,29.58,26.1,53.35,1.05,2208,Open-Meteo Air Quality API,2025-03-01/2025-05-31,3,aucun,0,1,séjour correct mais perfectible.
1820,solo,sydney,été,hôtel,plage,3,5056.59,1570.22,ensoleillé,12.22,4.06,27,18.74,92,-33.86785,151.20732,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.19,9.26,31.56,0.49,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,2,aucun,0,1,séjour décevant.
1821,senior,rome,printemps,appartement,plage,8,4033.96,501.54,nuageux,15.22,3.55,32,13.85,92,41.89193,12.51133,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.93,11.65,37.47,1.19,2208,Open-Meteo Air Quality API,2025-03-01/2025-05-31,3,aucun,0,1,séjour correct mais perfectible.
1822,couple,new york,printemps,hôtel,plage,12,8722.79,1091.68,variable,12.04,4.75,36,17.46,92,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208,Open-Meteo Air Quality API,2025-03-01/2025-05-31,3,aucun,0,1,séjour correct mais perfectible.
1823,solo,paris,automne,hôtel,plage,6,4361.69,307.87,ensoleillé,12.33,2.12,33,16.01,91,48.85341,2.3488,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,12.19,8.6,34.88,0.44,2184,Open-Meteo Air Quality API,2025-09-01/2025-11-30,3,aucun,0,1,séjour correct mais perfectible.
1824,solo,bali,hiver,appartement,plage,8,4014.9,1037.09,pluie,26.28,11.89,84,14.7,90,-8.65,115.21667,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,12.8,11.67,33.02,1.96,2160,Open-Meteo Air Quality API,2024-12-01/2025-02-28,3,aucun,0,1,séjour correct mais perfectible.
1825,business,sydney,été,resort,plage,21,13976.15,1476.33,ensoleillé,12.22,4.06,27,18.74,92,-33.86785,151.20732,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.19,9.26,31.56,0.49,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,3,aucun,0,1,séjour correct mais perfectible.
1826,famille,sydney,hiver,resort,business,8,12507.28,1368.14,pluie,22.44,3.42,39,20.67,90,-33.86785,151.20732,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,12.57,9.86,34.15,2.24,2160,Open-Meteo Air Quality API,2024-12-01/2025-02-28,3,aucun,0,1,séjour correct mais perfectible.
1827,solo,lisbonne,automne,resort,plage,20,3530.54,386.64,ensoleillé,18.72,2.83,21,17.54,91,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,15.83,9.72,31.17,0.9,2184,Open-Meteo Air Quality API,2025-09-01/2025-11-30,3,aucun,0,1,séjour correct mais perfectible.
1828,couple,bali,été,hôtel,gastronomie,20,6848.39,1504.61,variable,25.53,3.21,49,18.92,92,-8.65,115.21667,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,13.38,9.86,30.22,1.86,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,3,bagages,0,1,séjour correct mais perfectible.
1829,senior,new york,printemps,hôtel,plage,15,4726.63,677.85,ensoleillé,12.04,4.75,36,17.46,92,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208,Open-Meteo Air Quality API,2025-03-01/2025-05-31,3,aucun,0,1,séjour correct mais perfectible.
1830,couple,bali,printemps,resort,business,5,6402.63,1232.15,nuageux,26.99,6.49,65,13.72,92,-8.65,115.21667,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,12.14,10.4,31.68,2.19,2208,Open-Meteo Air Quality API,2025-03-01/2025-05-31,4,aucun,0,1,très bon séjour.
1831,couple,rome,printemps,resort,randonnée,6,4158.3,389.88,pluie,15.22,3.55,32,13.85,92,41.89193,12.51133,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.93,11.65,37.47,1.19,2208,Open-Meteo Air Quality API,2025-03-01/2025-05-31,3,aucun,0,1,séjour correct mais perfectible.
1832,senior,lisbonne,automne,hôtel,culture,20,4253.02,370.2,ensoleillé,18.72,2.83,21,17.54,91,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,15.83,9.72,31.17,0.9,2184,Open-Meteo Air Quality API,2025-09-01/2025-11-30,3,aucun,0,1,séjour correct mais perfectible.
1833,couple,bali,été,hôtel,culture,3,8456.19,1774.2,ensoleillé,25.53,3.21,49,18.92,92,-8.65,115.21667,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,13.38,9.86,30.22,1.86,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,4,aucun,0,1,très bon séjour.
1834,famille,new york,printemps,resort,culture,12,5411.08,636.07,nuageux,12.04,4.75,36,17.46,92,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208,Open-Meteo Air Quality API,2025-03-01/2025-05-31,4,météo,1,1,très bon séjour.
1835,famille,dubaï,été,appartement,culture,14,8619.93,784.45,nuageux,35.27,0.0,0,22.79,92,25.07725,55.30927,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,128.17,54.13,71.91,2.19,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,3,aucun,0,1,séjour correct mais perfectible.
1836,famille,new york,printemps,appartement,gastronomie,18,6919.14,654.98,pluie,12.04,4.75,36,17.46,92,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208,Open-Meteo Air Quality API,2025-03-01/2025-05-31,3,aucun,0,1,séjour correct mais perfectible.
1837,famille,bali,printemps,resort,culture,20,10898.19,1181.69,nuageux,26.99,6.49,65,13.72,92,-8.65,115.21667,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,12.14,10.4,31.68,2.19,2208,Open-Meteo Air Quality API,2025-03-01/2025-05-31,4,annulation,0,1,très bon séjour.
1838,couple,tokyo,printemps,resort,business,8,10558.52,1248.12,ensoleillé,14.52,6.04,44,15.33,92,35.6895,139.69171,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,29.58,26.1,53.35,1.05,2208,Open-Meteo Air Quality API,2025-03-01/2025-05-31,4,aucun,0,1,très bon séjour.
1839,business,sydney,hiver,resort,randonnée,12,16872.61,1339.7,variable,22.44,3.42,39,20.67,90,-33.86785,151.20732,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,12.57,9.86,34.15,2.24,2160,Open-Meteo Air Quality API,2024-12-01/2025-02-28,4,retard_vol,1,1,très bon séjour.
1840,business,bali,été,hôtel,business,15,8107.61,1328.49,ensoleillé,25.53,3.21,49,18.92,92,-8.65,115.21667,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,13.38,9.86,30.22,1.86,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,4,aucun,0,1,très bon séjour.
1841,famille,bali,automne,hôtel,business,21,4991.29,1424.98,nuageux,26.3,6.82,61,14.71,91,-8.65,115.21667,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,14.48,11.69,32.66,2.5,2184,Open-Meteo Air Quality API,2025-09-01/2025-11-30,2,aucun,0,1,séjour décevant.
1842,solo,rome,automne,hôtel,culture,13,3024.02,476.77,variable,17.21,4.01,24,12.75,91,41.89193,12.51133,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,13.51,9.22,34.28,0.79,2184,Open-Meteo Air Quality API,2025-09-01/2025-11-30,4,annulation,1,1,très bon séjour.
1843,famille,sydney,automne,appartement,business,5,8609.82,1491.78,variable,19.17,1.74,22,21.07,91,-33.86785,151.20732,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,10.98,9.17,34.45,1.63,2184,Open-Meteo Air Quality API,2025-09-01/2025-11-30,3,aucun,0,1,séjour correct mais perfectible.
1844,senior,sydney,printemps,hôtel,plage,20,7419.89,1467.37,ensoleillé,19.13,4.44,49,17.74,92,-33.86785,151.20732,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.25,9.25,31.84,1.01,2208,Open-Meteo Air Quality API,2025-03-01/2025-05-31,3,aucun,0,1,séjour correct mais perfectible.
1845,famille,rome,printemps,resort,gastronomie,12,7075.68,217.02,ensoleillé,15.22,3.55,32,13.85,92,41.89193,12.51133,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.93,11.65,37.47,1.19,2208,Open-Meteo Air Quality API,2025-03-01/2025-05-31,3,bagages,0,1,séjour correct mais perfectible.
1846,solo,lisbonne,été,resort,culture,6,3193.17,442.21,ensoleillé,23.39,0.06,1,17.22,92,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,19.54,10.92,32.89,2.16,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,4,aucun,0,1,très bon séjour.
1847,couple,lisbonne,automne,hôtel,business,6,3128.36,306.26,nuageux,18.72,2.83,21,17.54,91,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,15.83,9.72,31.17,0.9,2184,Open-Meteo Air Quality API,2025-09-01/2025-11-30,4,aucun,0,1,très bon séjour.
1848,solo,dubaï,été,appartement,plage,6,3055.54,702.7,nuageux,35.27,0.0,0,22.79,92,25.07725,55.30927,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,128.17,54.13,71.91,2.19,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,3,aucun,0,1,séjour correct mais perfectible.
1849,couple,paris,été,appartement,business,16,3896.45,522.62,ensoleillé,21.05,2.58,30,14.41,92,48.85341,2.3488,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.28,6.83,31.49,1.5,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,2,aucun,0,1,séjour décevant.
1850,business,rome,été,hôtel,plage,21,5616.91,495.18,ensoleillé,27.22,1.32,16,14.95,92,41.89193,12.51133,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,15.45,9.67,40.74,2.01,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,3,météo,0,1,séjour correct mais perfectible.
1851,famille,lisbonne,été,appartement,randonnée,11,1931.42,601.15,ensoleillé,23.39,0.06,1,17.22,92,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,19.54,10.92,32.89,2.16,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,2,aucun,0,1,séjour décevant.
1852,senior,new york,automne,resort,culture,4,7082.68,634.62,pluie,13.97,3.07,25,15.38,91,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,11.7,11.28,42.27,0.76,2184,Open-Meteo Air Quality API,2025-09-01/2025-11-30,4,aucun,0,1,très bon séjour.
1853,solo,rome,été,hôtel,randonnée,19,1736.01,427.42,nuageux,27.22,1.32,16,14.95,92,41.89193,12.51133,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,15.45,9.67,40.74,2.01,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,3,aucun,0,1,séjour correct mais perfectible.
1854,business,new york,printemps,appartement,business,15,6378.12,966.64,ensoleillé,12.04,4.75,36,17.46,92,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208,Open-Meteo Air Quality API,2025-03-01/2025-05-31,4,aucun,0,1,très bon séjour.
1855,business,tokyo,printemps,appartement,business,13,9841.96,985.48,ensoleillé,14.52,6.04,44,15.33,92,35.6895,139.69171,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,29.58,26.1,53.35,1.05,2208,Open-Meteo Air Quality API,2025-03-01/2025-05-31,3,aucun,0,1,séjour correct mais perfectible.
1856,senior,sydney,été,hôtel,plage,4,5757.23,1618.86,ensoleillé,12.22,4.06,27,18.74,92,-33.86785,151.20732,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.19,9.26,31.56,0.49,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,3,bagages,0,1,séjour correct mais perfectible.
1857,famille,paris,printemps,villa,randonnée,21,10012.36,342.92,nuageux,12.44,1.18,26,14.07,92,48.85341,2.3488,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.06,12.04,38.85,0.97,2208,Open-Meteo Air Quality API,2025-03-01/2025-05-31,3,aucun,0,1,séjour correct mais perfectible.
1858,couple,rome,automne,resort,plage,4,8743.74,438.45,pluie,17.21,4.01,24,12.75,91,41.89193,12.51133,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,13.51,9.22,34.28,0.79,2184,Open-Meteo Air Quality API,2025-09-01/2025-11-30,3,aucun,0,1,séjour correct mais perfectible.
1859,couple,paris,été,resort,culture,14,8578.56,390.38,pluie,21.05,2.58,30,14.41,92,48.85341,2.3488,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.28,6.83,31.49,1.5,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,4,aucun,0,1,très bon séjour.
1860,couple,dubaï,printemps,hôtel,business,14,6999.74,722.62,variable,28.3,0.01,0,22.56,92,25.07725,55.30927,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,70.72,36.99,63.06,2.2,2208,Open-Meteo Air Quality API,2025-03-01/2025-05-31,2,retard_vol,1,1,séjour décevant.
1861,solo,tokyo,printemps,hôtel,culture,12,6505.42,1171.27,nuageux,14.52,6.04,44,15.33,92,35.6895,139.69171,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,29.58,26.1,53.35,1.05,2208,Open-Meteo Air Quality API,2025-03-01/2025-05-31,4,aucun,0,1,très bon séjour.
1862,senior,new york,été,resort,plage,13,5973.63,1294.47,variable,24.52,2.28,32,14.21,92,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,18.13,17.43,51.89,1.61,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,3,météo,1,1,séjour correct mais perfectible.
1863,senior,sydney,été,resort,plage,10,6366.85,1478.08,ensoleillé,12.22,4.06,27,18.74,92,-33.86785,151.20732,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.19,9.26,31.56,0.49,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,3,aucun,0,1,séjour correct mais perfectible.
1864,solo,new york,hiver,resort,plage,13,6520.91,789.77,pluie,-0.0,2.34,32,16.49,90,40.71427,-74.00597,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,14.23,13.56,43.36,0.34,2160,Open-Meteo Air Quality API,2024-12-01/2025-02-28,3,aucun,0,1,séjour correct mais perfectible.
1865,solo,rome,automne,appartement,gastronomie,9,2761.35,407.68,nuageux,17.21,4.01,24,12.75,91,41.89193,12.51133,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,13.51,9.22,34.28,0.79,2184,Open-Meteo Air Quality API,2025-09-01/2025-11-30,3,aucun,0,1,séjour correct mais perfectible.
1866,senior,new york,printemps,hôtel,culture,11,8486.86,1074.88,pluie,12.04,4.75,36,17.46,92,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208,Open-Meteo Air Quality API,2025-03-01/2025-05-31,3,aucun,0,1,séjour correct mais perfectible.
1867,senior,tokyo,printemps,appartement,plage,15,5179.59,1180.47,pluie,14.52,6.04,44,15.33,92,35.6895,139.69171,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,29.58,26.1,53.35,1.05,2208,Open-Meteo Air Quality API,2025-03-01/2025-05-31,2,retard_vol,1,1,séjour décevant.
1868,famille,paris,hiver,appartement,business,17,5112.23,230.36,nuageux,4.95,2.61,35,15.72,90,48.85341,2.3488,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,20.98,17.57,45.01,0.13,2160,Open-Meteo Air Quality API,2024-12-01/2025-02-28,2,aucun,0,1,séjour décevant.
1869,solo,new york,été,appartement,randonnée,5,4399.68,652.19,variable,24.52,2.28,32,14.21,92,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,18.13,17.43,51.89,1.61,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,3,aucun,0,1,séjour correct mais perfectible.
1870,business,bali,été,appartement,gastronomie,21,6171.3,1154.25,variable,25.53,3.21,49,18.92,92,-8.65,115.21667,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,13.38,9.86,30.22,1.86,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,2,bagages,1,1,séjour décevant.
1871,couple,paris,automne,appartement,culture,4,4196.01,364.5,variable,12.33,2.12,33,16.01,91,48.85341,2.3488,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,12.19,8.6,34.88,0.44,2184,Open-Meteo Air Quality API,2025-09-01/2025-11-30,2,aucun,0,1,séjour décevant.
1872,couple,lisbonne,hiver,hôtel,gastronomie,8,2923.07,377.71,nuageux,12.63,2.92,26,17.53,90,38.72509,-9.1498,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,19.66,13.91,36.49,0.38,2160,Open-Meteo Air Quality API,2024-12-01/2025-02-28,3,aucun,0,1,séjour correct mais perfectible.
1873,senior,bali,automne,appartement,gastronomie,9,5127.0,1256.56,variable,26.3,6.82,61,14.71,91,-8.65,115.21667,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,14.48,11.69,32.66,2.5,2184,Open-Meteo Air Quality API,2025-09-01/2025-11-30,4,annulation,0,1,très bon séjour.
1874,senior,lisbonne,été,villa,randonnée,9,5171.8,434.24,nuageux,23.39,0.06,1,17.22,92,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,19.54,10.92,32.89,2.16,2208,Open-Meteo Air Quality API,2025-06-01/2025-08-31,4,aucun,0,1,très bon séjour.
